Iteration,TrainingPercent,ClassifierName,FeatureSelection,Balancing,CostSensitive,Precision,Recall,AUC,Kappa,F1,TP,FP,TN,FN,Cost,Filename,Npofb20
1,40.32846715328467,IBk,none,none,none,0.0901639344262295,0.6111111111111112,0.633495145631068,0.0677007828356044,0.1571428571428571,11.0,111.0,198.0,7.0,181.0,BOOKKEEPER_IBk__1.csv,0.2777777777777778
1,40.32846715328467,RandomForest,none,none,none,0.1739130434782608,0.4444444444444444,0.7808342322905429,0.1855541718555419,0.25,8.0,38.0,271.0,10.0,138.0,BOOKKEEPER_RandomForest__1.csv,0.2222222222222222
1,40.32846715328467,NaiveBayes,none,none,none,0.0569620253164556,1.0,0.8052858683926645,0.0040473416324277,0.1077844311377245,18.0,298.0,11.0,0.0,298.0,BOOKKEEPER_NaiveBayes__1.csv,0.2222222222222222
1,40.32846715328467,IBk,Best First,none,none,0.0839694656488549,0.6111111111111112,0.6183926645091694,0.0563092235326195,0.1476510067114094,11.0,120.0,189.0,7.0,190.0,BOOKKEEPER_IBk_BestFirst_1.csv,0.2777777777777778
1,40.32846715328467,RandomForest,Best First,none,none,0.1097560975609756,0.5,0.7838007910823445,0.0986284792254943,0.18,9.0,73.0,236.0,9.0,163.0,BOOKKEEPER_RandomForest_BestFirst_1.csv,0.3333333333333333
1,40.32846715328467,NaiveBayes,Best First,none,none,0.1509433962264151,0.4444444444444444,0.8039374325782093,0.1559904265803182,0.2253521126760563,8.0,45.0,264.0,10.0,145.0,BOOKKEEPER_NaiveBayes_BestFirst_1.csv,0.2777777777777778
1,40.32846715328467,IBk,none,none,Sensitive Threshold,0.0901639344262295,0.6111111111111112,0.633495145631068,0.0677007828356044,0.1571428571428571,11.0,111.0,198.0,7.0,181.0,BOOKKEEPER_IBk_SensitiveThreshold_1.csv,0.2777777777777778
1,40.32846715328467,RandomForest,none,none,Sensitive Threshold,0.131578947368421,0.5555555555555556,0.7987234807623157,0.1358474394686092,0.2127659574468085,10.0,66.0,243.0,8.0,146.0,BOOKKEEPER_RandomForest_SensitiveThreshold_1.csv,0.3888888888888889
1,40.32846715328467,NaiveBayes,none,none,Sensitive Threshold,0.0564263322884012,1.0,0.8051959726717008,0.0029174897432001,0.1068249258160237,18.0,301.0,8.0,0.0,301.0,BOOKKEEPER_NaiveBayes_SensitiveThreshold_1.csv,0.2777777777777778
1,40.32846715328467,IBk,Best First,none,Sensitive Threshold,0.0839694656488549,0.6111111111111112,0.6183926645091694,0.0563092235326195,0.1476510067114094,11.0,120.0,189.0,7.0,190.0,BOOKKEEPER_IBk_BestFirst_SensitiveThreshold_1.csv,0.2777777777777778
1,40.32846715328467,RandomForest,Best First,none,Sensitive Threshold,0.1368421052631579,0.7222222222222222,0.7930600503416038,0.151561241835913,0.2300884955752212,13.0,82.0,227.0,5.0,132.0,BOOKKEEPER_RandomForest_BestFirst_SensitiveThreshold_1.csv,0.3888888888888889
1,40.32846715328467,NaiveBayes,Best First,none,Sensitive Threshold,0.0841121495327102,1.0,0.8039374325782093,0.0596830985915493,0.1551724137931034,18.0,196.0,113.0,0.0,196.0,BOOKKEEPER_NaiveBayes_BestFirst_SensitiveThreshold_1.csv,0.2777777777777778
1,40.32846715328467,IBk,none,SMOTE,none,0.0992907801418439,0.7777777777777778,0.6877022653721683,0.0869620819745508,0.1761006289308176,14.0,127.0,182.0,4.0,167.0,BOOKKEEPER_IBk_SMOTE_1.csv,0.3333333333333333
1,40.32846715328467,RandomForest,none,SMOTE,none,0.1333333333333333,0.5555555555555556,0.7844300611290903,0.1385731298040486,0.2150537634408602,10.0,65.0,244.0,8.0,145.0,BOOKKEEPER_RandomForest_SMOTE_1.csv,0.3888888888888889
1,40.32846715328467,NaiveBayes,none,SMOTE,none,0.0571428571428571,1.0,0.7993527508090615,0.0044284528092997,0.1081081081081081,18.0,297.0,12.0,0.0,297.0,BOOKKEEPER_NaiveBayes_SMOTE_1.csv,0.2777777777777778
1,40.32846715328467,IBk,Best First,SMOTE,none,0.0972222222222222,0.7777777777777778,0.6810499820208558,0.0831136220966729,0.1728395061728395,14.0,130.0,179.0,4.0,170.0,BOOKKEEPER_IBk_BestFirst_SMOTE_1.csv,0.3333333333333333
1,40.32846715328467,RandomForest,Best First,SMOTE,none,0.1263157894736842,0.6666666666666666,0.7561129090255304,0.132056902567773,0.2123893805309734,12.0,83.0,226.0,6.0,143.0,BOOKKEEPER_RandomForest_BestFirst_SMOTE_1.csv,0.3333333333333333
1,40.32846715328467,NaiveBayes,Best First,SMOTE,none,0.1219512195121951,0.5555555555555556,0.7725638259618842,0.1206131504638966,0.2,10.0,72.0,237.0,8.0,152.0,BOOKKEEPER_NaiveBayes_BestFirst_SMOTE_1.csv,0.3888888888888889
2,55.19399249061327,IBk,none,none,none,0.2929292929292929,0.5087719298245614,0.6628198402984204,0.2126924285265473,0.3717948717948718,29.0,70.0,231.0,28.0,350.0,BOOKKEEPER_IBk__2.csv,0.3859649122807017
2,55.19399249061327,RandomForest,none,none,none,0.3505154639175257,0.5964912280701754,0.7792737658098735,0.3014475654580931,0.4415584415584415,34.0,63.0,238.0,23.0,293.0,BOOKKEEPER_RandomForest__2.csv,0.3508771929824561
2,55.19399249061327,NaiveBayes,none,none,none,0.4736842105263157,0.1578947368421052,0.8203648656525033,0.1708330005590609,0.2368421052631578,9.0,10.0,291.0,48.0,490.0,BOOKKEEPER_NaiveBayes__2.csv,0.2105263157894736
2,55.19399249061327,IBk,Best First,none,none,0.2735849056603773,0.5087719298245614,0.6695226438188494,0.187594553706505,0.3558282208588957,29.0,77.0,224.0,28.0,357.0,BOOKKEEPER_IBk_BestFirst_2.csv,0.3508771929824561
2,55.19399249061327,RandomForest,Best First,none,none,0.2962962962962963,0.5614035087719298,0.7466923121757884,0.2266991744728175,0.3878787878787879,32.0,76.0,225.0,25.0,326.0,BOOKKEEPER_RandomForest_BestFirst_2.csv,0.3859649122807017
2,55.19399249061327,NaiveBayes,Best First,none,none,0.6153846153846154,0.4210526315789473,0.8273882380369528,0.4257068377782235,0.5,24.0,15.0,286.0,33.0,345.0,BOOKKEEPER_NaiveBayes_BestFirst_2.csv,0.4210526315789473
2,55.19399249061327,IBk,none,none,Sensitive Threshold,0.2929292929292929,0.5087719298245614,0.6628198402984204,0.2126924285265473,0.3717948717948718,29.0,70.0,231.0,28.0,350.0,BOOKKEEPER_IBk_SensitiveThreshold_2.csv,0.3859649122807017
2,55.19399249061327,RandomForest,none,none,Sensitive Threshold,0.2477477477477477,0.9649122807017544,0.7544151075362826,0.1886984739989809,0.3942652329749103,55.0,167.0,134.0,2.0,187.0,BOOKKEEPER_RandomForest_SensitiveThreshold_2.csv,0.2456140350877192
2,55.19399249061327,NaiveBayes,none,none,Sensitive Threshold,0.5357142857142857,0.2631578947368421,0.8203648656525033,0.2771128570379614,0.3529411764705881,15.0,13.0,288.0,42.0,433.0,BOOKKEEPER_NaiveBayes_SensitiveThreshold_2.csv,0.3333333333333333
2,55.19399249061327,IBk,Best First,none,Sensitive Threshold,0.2636363636363636,0.5087719298245614,0.6695226438188494,0.1740676459382802,0.3473053892215568,29.0,81.0,220.0,28.0,361.0,BOOKKEEPER_IBk_BestFirst_SensitiveThreshold_2.csv,0.3508771929824561
2,55.19399249061327,RandomForest,Best First,none,Sensitive Threshold,0.2107843137254902,0.7543859649122807,0.7052515008451361,0.1073209654897266,0.3295019157088122,43.0,161.0,140.0,14.0,301.0,BOOKKEEPER_RandomForest_BestFirst_SensitiveThreshold_2.csv,0.2280701754385964
2,55.19399249061327,NaiveBayes,Best First,none,Sensitive Threshold,0.4225352112676056,0.5263157894736842,0.8273882380369528,0.3547839915186853,0.4687499999999999,30.0,41.0,260.0,27.0,311.0,BOOKKEEPER_NaiveBayes_BestFirst_SensitiveThreshold_2.csv,0.2982456140350877
2,55.19399249061327,IBk,none,SMOTE,none,0.2912621359223301,0.5263157894736842,0.66593810106662,0.2138433835478061,0.3749999999999999,30.0,73.0,228.0,27.0,343.0,BOOKKEEPER_IBk_SMOTE_2.csv,0.3859649122807017
2,55.19399249061327,RandomForest,none,SMOTE,none,0.3092783505154639,0.5263157894736842,0.7412426414874396,0.2364659436402414,0.3896103896103896,30.0,67.0,234.0,27.0,337.0,BOOKKEEPER_RandomForest_SMOTE_2.csv,0.3684210526315789
2,55.19399249061327,NaiveBayes,none,SMOTE,none,0.4,0.4912280701754385,0.8194614443084456,0.3219335218481566,0.4409448818897638,28.0,42.0,259.0,29.0,332.0,BOOKKEEPER_NaiveBayes_SMOTE_2.csv,0.4035087719298245
2,55.19399249061327,IBk,Best First,SMOTE,none,0.2929292929292929,0.5087719298245614,0.6571661712420587,0.2126924285265473,0.3717948717948718,29.0,70.0,231.0,28.0,350.0,BOOKKEEPER_IBk_BestFirst_SMOTE_2.csv,0.4210526315789473
2,55.19399249061327,RandomForest,Best First,SMOTE,none,0.3333333333333333,0.543859649122807,0.7382700938392492,0.2690148034711589,0.4133333333333333,31.0,62.0,239.0,26.0,322.0,BOOKKEEPER_RandomForest_BestFirst_SMOTE_2.csv,0.3859649122807017
2,55.19399249061327,NaiveBayes,Best First,SMOTE,none,0.4057971014492754,0.4912280701754385,0.8258728215888559,0.3271038075291339,0.4444444444444445,28.0,41.0,260.0,29.0,331.0,BOOKKEEPER_NaiveBayes_BestFirst_SMOTE_2.csv,0.4210526315789473
3,66.95727986050566,IBk,none,none,none,0.2941176470588235,0.2941176470588235,0.6938665710186513,0.1843615494978477,0.2941176470588235,15.0,36.0,292.0,36.0,396.0,BOOKKEEPER_IBk__3.csv,0.3725490196078431
3,66.95727986050566,RandomForest,none,none,none,0.2592592592592592,0.1372549019607843,0.7705045432807269,0.0951954640405845,0.1794871794871795,7.0,20.0,308.0,44.0,460.0,BOOKKEEPER_RandomForest__3.csv,0.4509803921568627
3,66.95727986050566,NaiveBayes,none,none,none,0.7142857142857143,0.0980392156862745,0.8550035868005739,0.1446304306940005,0.1724137931034483,5.0,2.0,326.0,46.0,462.0,BOOKKEEPER_NaiveBayes__3.csv,0.4117647058823529
3,66.95727986050566,IBk,Best First,none,none,0.24,0.2352941176470588,0.673332137733142,0.1204376262093495,0.2376237623762376,12.0,38.0,290.0,39.0,428.0,BOOKKEEPER_IBk_BestFirst_3.csv,0.2352941176470588
3,66.95727986050566,RandomForest,Best First,none,none,0.4,0.1568627450980392,0.7897238163558106,0.1618078732558602,0.2253521126760563,8.0,12.0,316.0,43.0,442.0,BOOKKEEPER_RandomForest_BestFirst_3.csv,0.4509803921568627
3,66.95727986050566,NaiveBayes,Best First,none,none,0.6923076923076923,0.1764705882352941,0.859636537541846,0.2396860008722196,0.28125,9.0,4.0,324.0,42.0,424.0,BOOKKEEPER_NaiveBayes_BestFirst_3.csv,0.4117647058823529
3,66.95727986050566,IBk,none,none,Sensitive Threshold,0.2678571428571428,0.2941176470588235,0.6938665710186513,0.1623948795958786,0.2803738317757009,15.0,41.0,287.0,36.0,401.0,BOOKKEEPER_IBk_SensitiveThreshold_3.csv,0.3725490196078431
3,66.95727986050566,RandomForest,none,none,Sensitive Threshold,0.2888888888888888,0.5098039215686274,0.7299139167862266,0.2378725231026459,0.3687943262411347,26.0,64.0,264.0,25.0,314.0,BOOKKEEPER_RandomForest_SensitiveThreshold_3.csv,0.3333333333333333
3,66.95727986050566,NaiveBayes,none,none,Sensitive Threshold,0.6363636363636364,0.1372549019607843,0.8550035868005739,0.1869860564890952,0.2258064516129032,7.0,4.0,324.0,44.0,444.0,BOOKKEEPER_NaiveBayes_SensitiveThreshold_3.csv,0.4117647058823529
3,66.95727986050566,IBk,Best First,none,Sensitive Threshold,0.2181818181818181,0.2352941176470588,0.673332137733142,0.1008563823631521,0.2264150943396226,12.0,43.0,285.0,39.0,433.0,BOOKKEEPER_IBk_BestFirst_SensitiveThreshold_3.csv,0.2549019607843137
3,66.95727986050566,RandomForest,Best First,none,Sensitive Threshold,0.3258426966292135,0.5686274509803921,0.7573529411764706,0.2933927515801917,0.4142857142857142,29.0,60.0,268.0,22.0,280.0,BOOKKEEPER_RandomForest_BestFirst_SensitiveThreshold_3.csv,0.4313725490196078
3,66.95727986050566,NaiveBayes,Best First,none,Sensitive Threshold,0.4096385542168674,0.6666666666666666,0.859636537541846,0.4089319470699432,0.5074626865671641,34.0,49.0,279.0,17.0,219.0,BOOKKEEPER_NaiveBayes_BestFirst_SensitiveThreshold_3.csv,0.3529411764705882
3,66.95727986050566,IBk,none,SMOTE,none,0.2328767123287671,0.3333333333333333,0.6702534672405548,0.1375474083438683,0.2741935483870967,17.0,56.0,272.0,34.0,396.0,BOOKKEEPER_IBk_SMOTE_3.csv,0.392156862745098
3,66.95727986050566,RandomForest,none,SMOTE,none,0.2545454545454545,0.2745098039215686,0.7255200860832137,0.1447170466381205,0.2641509433962264,14.0,41.0,287.0,37.0,411.0,BOOKKEEPER_RandomForest_SMOTE_3.csv,0.392156862745098
3,66.95727986050566,NaiveBayes,none,SMOTE,none,0.5806451612903226,0.3529411764705882,0.8641200382592061,0.3754835936380568,0.4390243902439025,18.0,13.0,315.0,33.0,343.0,BOOKKEEPER_NaiveBayes_SMOTE_3.csv,0.4509803921568627
3,66.95727986050566,IBk,Best First,SMOTE,none,0.2463768115942029,0.3333333333333333,0.6761417981826877,0.1521252796420584,0.2833333333333333,17.0,52.0,276.0,34.0,392.0,BOOKKEEPER_IBk_BestFirst_SMOTE_3.csv,0.3333333333333333
3,66.95727986050566,RandomForest,Best First,SMOTE,none,0.2916666666666667,0.2745098039215686,0.7222620755619321,0.1752030651340995,0.2828282828282829,14.0,34.0,294.0,37.0,404.0,BOOKKEEPER_RandomForest_BestFirst_SMOTE_3.csv,0.3725490196078431
3,66.95727986050566,NaiveBayes,Best First,SMOTE,none,0.5333333333333333,0.6274509803921569,0.8720707795313247,0.5044924754513338,0.5765765765765766,32.0,28.0,300.0,19.0,218.0,BOOKKEEPER_NaiveBayes_BestFirst_SMOTE_3.csv,0.392156862745098
4,73.16439246263808,IBk,none,none,none,0.2452830188679245,0.2321428571428571,0.6473839535814325,0.1228730073437218,0.2385321100917431,13.0,40.0,317.0,43.0,470.0,BOOKKEEPER_IBk__4.csv,0.25
4,73.16439246263808,RandomForest,none,none,none,0.4358974358974359,0.3035714285714285,0.8184773909563825,0.2774543264404739,0.3578947368421052,17.0,22.0,335.0,39.0,412.0,BOOKKEEPER_RandomForest__4.csv,0.3928571428571428
4,73.16439246263808,NaiveBayes,none,none,none,0.3846153846153846,0.625,0.8212284913965586,0.370514064015519,0.4761904761904762,35.0,56.0,301.0,21.0,266.0,BOOKKEEPER_NaiveBayes__4.csv,0.5178571428571429
4,73.16439246263808,IBk,Best First,none,none,0.3404255319148936,0.2857142857142857,0.6914765906362546,0.213333333333333,0.3106796116504854,16.0,31.0,326.0,40.0,431.0,BOOKKEEPER_IBk_BestFirst_4.csv,0.3392857142857143
4,73.16439246263808,RandomForest,Best First,none,none,0.2857142857142857,0.2142857142857142,0.7985694277711084,0.14559686888454,0.2448979591836734,12.0,30.0,327.0,44.0,470.0,BOOKKEEPER_RandomForest_BestFirst_4.csv,0.4464285714285714
4,73.16439246263808,NaiveBayes,Best First,none,none,0.1351351351351351,0.1785714285714285,0.7248899559823929,-0.0006167129201356833,0.1538461538461538,10.0,64.0,293.0,46.0,524.0,BOOKKEEPER_NaiveBayes_BestFirst_4.csv,0.3214285714285714
4,73.16439246263808,IBk,none,none,Sensitive Threshold,0.2407407407407407,0.2321428571428571,0.6473839535814325,0.1190899395662991,0.2363636363636363,13.0,41.0,316.0,43.0,471.0,BOOKKEEPER_IBk_SensitiveThreshold_4.csv,0.25
4,73.16439246263808,RandomForest,none,none,Sensitive Threshold,0.3185840707964602,0.6428571428571429,0.808623449379752,0.2989097145657234,0.4260355029585799,36.0,77.0,280.0,20.0,277.0,BOOKKEEPER_RandomForest_SensitiveThreshold_4.csv,0.4107142857142857
4,73.16439246263808,NaiveBayes,none,none,Sensitive Threshold,0.3486238532110092,0.6785714285714286,0.8212284913965586,0.3428857464647727,0.4606060606060607,38.0,71.0,286.0,18.0,251.0,BOOKKEEPER_NaiveBayes_SensitiveThreshold_4.csv,0.5714285714285714
4,73.16439246263808,IBk,Best First,none,Sensitive Threshold,0.3333333333333333,0.2857142857142857,0.6914765906362546,0.2086438152011919,0.3076923076923076,16.0,32.0,325.0,40.0,432.0,BOOKKEEPER_IBk_BestFirst_SensitiveThreshold_4.csv,0.3392857142857143
4,73.16439246263808,RandomForest,Best First,none,Sensitive Threshold,0.3557692307692308,0.6607142857142857,0.8339585834333734,0.3474794238683129,0.4625,37.0,67.0,290.0,19.0,257.0,BOOKKEEPER_RandomForest_BestFirst_SensitiveThreshold_4.csv,0.4464285714285714
4,73.16439246263808,NaiveBayes,Best First,none,Sensitive Threshold,0.1381909547738693,0.9821428571428572,0.7248899559823929,0.0059751199921637,0.2422907488986784,55.0,343.0,14.0,1.0,353.0,BOOKKEEPER_NaiveBayes_BestFirst_SensitiveThreshold_4.csv,0.2857142857142857
4,73.16439246263808,IBk,none,SMOTE,none,0.3818181818181818,0.75,0.8119747899159664,0.3978093104306697,0.5060240963855421,42.0,68.0,289.0,14.0,208.0,BOOKKEEPER_IBk_SMOTE_4.csv,0.5535714285714286
4,73.16439246263808,RandomForest,none,SMOTE,none,0.3763440860215054,0.625,0.8326330532212886,0.3617691359715186,0.4697986577181208,35.0,58.0,299.0,21.0,268.0,BOOKKEEPER_RandomForest_SMOTE_4.csv,0.4107142857142857
4,73.16439246263808,NaiveBayes,none,SMOTE,none,0.319672131147541,0.6964285714285714,0.8040216086434574,0.3099415204678363,0.4382022471910112,39.0,83.0,274.0,17.0,253.0,BOOKKEEPER_NaiveBayes_SMOTE_4.csv,0.5357142857142857
4,73.16439246263808,IBk,Best First,SMOTE,none,0.3142857142857143,0.7857142857142857,0.7912164865946378,0.3166023166023167,0.4489795918367346,44.0,96.0,261.0,12.0,216.0,BOOKKEEPER_IBk_BestFirst_SMOTE_4.csv,0.5357142857142857
4,73.16439246263808,RandomForest,Best First,SMOTE,none,0.3474576271186441,0.7321428571428571,0.812124849939976,0.3521126760563381,0.4712643678160919,41.0,77.0,280.0,15.0,227.0,BOOKKEEPER_RandomForest_BestFirst_SMOTE_4.csv,0.4464285714285714
4,73.16439246263808,NaiveBayes,Best First,SMOTE,none,0.2989130434782608,0.9821428571428572,0.8392857142857143,0.3161554921540657,0.4583333333333333,55.0,129.0,228.0,1.0,139.0,BOOKKEEPER_NaiveBayes_BestFirst_SMOTE_4.csv,0.3571428571428571
,,,,,,,,,,,,,,,,